Gene	Cancer_Gene	GO_cell.death	GO_cell.differentiation	GO_cell.proliferation	GO_mitototic.cell.cycle	HumanNet.CGS_L1	HumanNet.CGS_L2	InteractNet.CGS_L1	InteractNet.CGS_L2	ReguleNet.DEG_score	DEG_score
AMBRA1	0	1	1	1	0	0	0	1	151	0.486	0.486
AMDHD2	0	0	0	0	0	0	0	0	2	0.873	0.873
AMFR	0	0	0	0	0	7	169	2	171	0.727	0.727
AMH	0	0	1	0	0	4	195	1	3	0.849	0.849
AMHR2	0	0	0	0	0	0	42	1	39	0.16	0.16
AMICA1	0	0	0	1	0	0	0	0	1	0.366	0.366
AMIGO1	0	0	1	0	0	0	0	0	0	0	0
AMIGO2	0	1	0	0	0	0	0	0	4	0.531	0.531
AMIGO3	0	0	0	0	0	0	0	0	0	0.917	0.917
AMMECR1	0	0	0	0	0	0	0	0	13	0	0
AMMECR1L	0	0	0	0	0	0	0	0	22	0.752	0.752
AMOT	0	0	1	0	0	1	131	3	191	0.744	0.744
AMOTL1	0	0	0	0	0	0	0	0	18	0	0
AMOTL2	0	0	0	0	0	0	0	3	104	0	0
AMPD1	0	0	0	0	0	0	0	0	0	0.387	0.387
AMPD2	0	0	0	0	0	0	0	1	24	0.456	0.456
AMPH	0	0	0	0	0	3	127	2	73	0.499	0.499
AMT	0	0	0	0	0	0	0	0	0	0	0
AMY1A	0	0	0	0	0	2	115	0	6	0	0
AMY2A	0	0	0	0	0	0	0	0	12	0.746	0.746
AMY2B	0	0	0	0	0	0	104	0	0	0	0
ANAPC1	0	0	0	0	1	0	0	1	30	0	0
ANAPC10	0	0	0	0	1	15	209	2	65	0	0
ANAPC11	0	0	0	0	1	7	134	1	153	0	0
ANAPC13	0	0	0	0	1	0	0	0	10	0	0
ANAPC16	0	0	0	0	1	0	0	0	10	0	0
ANAPC2	0	0	1	0	1	3	147	3	129	0	0
ANAPC4	0	0	0	0	1	15	209	2	27	0	0
ANAPC5	0	0	0	0	1	15	209	2	130	0	0
ANAPC7	0	0	0	0	1	0	0	5	194	0	0
ANG	0	0	1	1	0	5	158	1	14	0.912	0.912
ANGPT1	0	1	1	1	0	0	0	0	3	0.933	0.933
ANGPT2	0	0	1	0	0	0	0	0	35	0.614	0.614
ANGPT4	0	1	0	1	0	0	0	0	3	0.913	0.913
ANGPTL1	0	0	0	0	0	0	0	0	3	0	0
ANGPTL2	0	0	0	0	0	18	203	0	0	0.938	0.938
ANGPTL3	0	0	0	0	0	2	101	0	0	0.587	0.587
ANGPTL4	0	1	1	0	0	3	109	0	2	0.936	0.936
ANGPTL5	0	0	0	0	0	0	0	0	1	0.86	0.86
ANGPTL6	0	0	1	0	0	0	0	0	3	0.901	0.901
ANGPTL7	0	0	0	0	0	0	71	0	0	0	0
ANK1	0	0	1	0	0	0	0	0	22	0.262	0.262
ANK2	0	0	1	0	0	0	0	0	75	0	0
ANK3	0	0	1	0	1	0	0	1	73	0.462	0.462
ANKFY1	0	0	0	0	0	0	0	0	27	0	0
ANKH	0	0	0	0	0	0	0	0	1	0.055	0.055
ANKHD1	0	0	0	0	0	0	0	1	41	0.135	0.135
ANKHD1-EIF4EBP3	0	0	0	0	0	0	0	1	19	0.272	0.272
ANKIB1	0	0	0	0	0	0	0	0	151	0.83	0.83
ANKLE1	0	0	0	0	0	0	0	0	25	0.398	0.398
ANKLE2	0	0	0	0	1	0	0	1	27	0.19	0.19
ANKMY2	0	0	0	0	0	0	0	1	9	0	0
ANKRA2	0	0	0	0	0	0	0	0	42	0.393	0.393
ANKRD1	0	1	1	0	0	4	148	0	27	0.261	0.261
ANKRD10	0	0	0	0	0	0	0	0	2	0.615	0.615
ANKRD11	0	0	0	0	0	0	0	2	49	0.882	0.882
ANKRD12	0	0	0	0	0	0	0	0	35	0.89	0.89
ANKRD13A	0	0	0	0	0	0	0	0	147	0.864	0.864
ANKRD13B	0	0	0	0	0	0	0	0	0	0.816	0.816
ANKRD13C	0	1	0	0	0	0	0	0	0	0.388	0.388
ANKRD13D	0	0	0	0	0	0	0	0	22	0.864	0.864
ANKRD17	0	0	1	0	1	0	0	3	53	0.087	0.087
ANKRD18A	0	0	0	0	0	0	0	0	26	0	0
ANKRD2	0	1	1	1	0	0	0	2	66	0.321	0.321
ANKRD22	0	0	0	0	0	0	0	1	5	0.921	0.921
ANKRD23	0	0	0	0	0	0	0	0	3	0.328	0.328
ANKRD24	0	0	0	0	0	0	0	0	26	0.151	0.151
ANKRD26	0	0	1	0	0	0	0	0	2	0.567	0.567
ANKRD26P1	0	0	0	0	0	0	0	0	1	0	0
ANKRD27	0	0	1	0	0	0	0	0	18	0.605	0.605
ANKRD28	0	0	0	0	0	0	0	2	67	0.563	0.563
ANKRD34A	0	0	0	0	0	0	0	0	0	0.523	0.523
ANKRD35	0	0	0	0	0	0	0	0	11	0.654	0.654
ANKRD36B	0	0	0	0	0	0	0	0	2	0	0
ANKRD36BP1	0	0	0	0	0	0	0	0	58	0.31	0.31
ANKRD40	0	0	0	0	0	0	0	0	36	0.898	0.898
ANKRD44	0	0	0	0	0	0	0	1	17	0.416	0.416
ANKRD45	0	0	0	0	0	0	0	0	0	0	0
ANKRD46	0	0	0	0	0	0	0	0	3	0.653	0.653
ANKRD5	0	0	0	0	0	0	0	0	23	0.9	0.9
ANKRD50	0	0	0	0	0	0	0	0	6	0.724	0.724
ANKRD52	0	0	0	0	0	0	0	0	17	0.747	0.747
ANKRD53	0	0	0	0	0	0	0	0	1	0.939	0.939
ANKRD54	0	0	1	0	0	0	0	0	4	0.881	0.881
ANKRD55	0	0	0	0	0	0	0	0	3	0.554	0.554
ANKRD57	0	0	0	0	0	0	0	0	2	0	0
ANKRD6	0	0	0	0	0	0	0	0	26	0	0
ANKRD7	0	0	0	0	0	1	6	0	2	0.095	0.095
ANKS1A	0	0	1	0	0	0	0	2	168	0.93	0.93
ANKS1B	0	0	0	0	0	0	0	2	161	0.764	0.764
ANKS3	0	0	0	0	0	0	0	0	4	0.451	0.451
ANKZF1	0	0	0	0	0	0	0	1	23	0.689	0.689
ANLN	0	0	1	0	1	2	9	0	6	0	0
ANO8	0	0	0	0	0	0	0	0	0	0.215	0.215
ANP32A	0	0	0	0	0	7	139	3	86	0.879	0.879
ANP32B	0	1	1	0	0	0	0	0	56	0.578	0.578
ANP32E	0	0	0	0	0	0	0	0	20	0.872	0.872
ANTXR2	0	0	0	0	0	0	0	1	155	0.933	0.933
ANXA1	0	1	1	1	1	29	228	1	219	0	0
ANXA10	0	0	0	0	0	0	0	0	1	0	0
ANXA11	0	0	0	0	0	10	181	2	30	0.88	0.88
ANXA2	0	0	1	1	0	9	182	5	179	0.332	0.332
ANXA2P2	0	0	0	0	0	0	0	0	22	0	0
ANXA3	0	0	0	0	0	0	0	1	48	0	0
ANXA4	0	1	1	0	0	8	195	1	46	0.592	0.592
ANXA5	0	1	0	0	0	8	195	2	52	0.858	0.858
ANXA6	0	1	0	0	0	0	0	1	45	0.856	0.856
ANXA7	0	0	1	1	0	0	0	5	172	0.43	0.43
ANXA8	0	0	0	0	0	0	0	0	6	0.521	0.521
ANXA8L1	0	0	0	0	0	0	0	0	10	0	0
ANXA8L2	0	0	0	0	0	0	0	0	26	0.558	0.558
ANXA9	0	0	0	0	0	1	42	0	0	0.926	0.926
AOAH	0	0	0	0	0	3	194	0	0	0	0
AOC2	0	0	0	0	0	0	126	0	0	0.924	0.924
AOC3	0	0	0	0	0	7	208	0	6	0.929	0.929
AOX1	0	0	0	0	0	2	187	0	32	0.937	0.937
AP1AR	0	0	1	0	0	0	0	0	1	0	0
AP1B1	0	0	0	0	0	0	0	3	176	0	0
AP1G1	0	0	1	0	0	1	54	1	23	0	0
AP1G2	0	0	0	0	0	0	0	0	48	0	0
AP1M1	0	0	1	0	0	0	0	2	71	0	0
AP1M2	0	0	0	0	0	0	6	0	33	0	0
AP1S1	0	0	0	0	0	2	52	0	2	0	0
AP1S2	0	0	0	0	0	0	0	0	1	0	0
AP1S3	0	0	0	0	0	0	0	0	0	0	0
AP2A1	0	0	1	0	0	0	0	3	182	0	0
AP2A2	0	0	1	0	0	0	0	3	84	0	0
AP2B1	0	0	1	0	0	0	0	7	95	0	0
AP2M1	0	0	1	0	0	0	0	2	100	0	0
AP2S1	0	0	1	0	0	1	8	0	4	0	0
AP3B1	0	0	1	0	0	1	55	0	10	0	0
AP3B2	0	0	0	0	0	0	0	1	7	0	0
AP3D1	0	0	1	0	0	1	55	0	0	0	0
AP3M1	0	0	0	0	0	0	2	0	22	0	0
AP3S1	0	0	0	0	0	3	134	0	14	0	0
AP3S2	0	0	0	0	0	1	55	0	8	0	0
AP4B1	0	0	0	0	0	0	0	0	0	0	0
AP4E1	0	0	0	0	0	0	0	0	1	0	0
AP4M1	0	0	0	0	0	0	50	0	4	0	0
AP4S1	0	0	0	0	0	0	0	0	176	0	0
AP5B1	0	0	0	0	0	0	0	0	8	0	0
APAF1	0	1	1	0	0	14	191	1	56	0	0
APBA1	0	0	0	0	0	27	217	0	11	0	0
APBA2	0	0	0	0	0	7	174	0	41	0	0
APBA3	0	0	0	0	0	0	0	1	36	0	0
APBB1	0	1	1	0	0	0	0	9	170	0	0
APBB1IP	0	0	0	0	0	0	0	2	32	0	0
APBB2	0	1	1	0	0	0	0	2	56	0	0
APBB3	0	0	0	0	0	0	0	2	49	0	0
APC	1	1	1	1	1	18	196	12	259	0	0
APC2	0	0	0	0	0	14	171	2	167	0	0
APCS	0	0	1	0	0	1	126	0	85	0	0
APEH	0	0	0	0	0	0	0	0	1	0	0
APEX1	0	0	0	0	1	26	184	7	219	0	0
APEX2	0	0	0	0	0	0	0	0	39	0	0
APH1A	0	1	1	0	0	1	20	0	36	0	0
APH1B	0	1	1	0	0	0	14	0	0	0	0
API5	0	1	0	0	0	8	195	0	0	0	0
APIP	0	1	0	0	0	0	0	0	39	0	0
APITD1	0	0	0	0	1	0	0	4	27	0	0
APLF	0	0	0	0	0	0	0	0	22	0	0
APLN	0	0	0	1	0	10	181	0	18	0	0
APLNR	0	0	0	0	0	1	147	0	0	0	0
APLP1	0	1	0	0	0	14	200	4	127	0	0
APLP2	0	0	0	0	0	0	0	2	110	0	0
APOA1	0	0	1	1	0	1	124	2	45	0	0
APOA1BP	0	0	0	0	0	0	0	0	30	0	0
APOA2	0	0	0	0	0	1	53	0	4	0	0
APOA4	0	0	1	0	0	1	115	0	0	0	0
APOA5	0	0	1	0	0	0	0	1	20	0	0
APOB	0	0	1	0	0	0	0	2	176	0	0
APOBEC1	0	0	0	1	0	1	142	0	21	0	0
APOBEC2	0	0	0	0	0	0	0	0	0	0	0
APOBEC3C	0	0	0	0	0	0	0	0	8	0	0
APOBEC3F	0	0	0	0	0	0	0	0	5	0	0
APOBEC3G	0	0	0	0	0	0	0	0	158	0	0
APOC1	0	0	0	0	0	1	142	0	2	0	0
APOC2	0	0	0	0	0	1	114	0	1	0	0
APOC3	0	0	0	0	0	0	0	0	144	0	0
APOC4	0	0	0	0	0	1	142	0	0	0	0
APOD	0	0	1	1	0	1	142	0	6	0	0
APOE	0	1	1	1	0	8	196	0	169	0	0
APOF	0	0	0	0	0	1	143	0	2	0	0
APOH	0	1	0	1	0	0	0	2	131	0	0
APOL1	0	0	0	0	0	1	142	0	5	0	0
APOL2	0	0	0	0	0	19	204	0	0	0	0
APOL3	0	0	0	0	0	5	198	0	0	0	0
APOL4	0	0	0	0	0	0	0	0	1	0	0
APOL5	0	0	0	0	0	0	0	2	102	0	0
APOL6	0	0	0	0	0	0	0	0	13	0	0
APOM	0	0	0	0	0	2	121	0	1	0	0
APP	0	1	1	0	1	0	0	4	254	0	0
APPBP2	0	0	0	0	0	1	55	2	181	0	0
APPL1	0	1	0	1	0	26	215	6	161	0	0
APPL2	0	0	0	1	0	26	215	1	35	0	0
APRT	0	0	0	0	0	0	0	1	27	0	0
APTX	0	0	0	0	0	0	4	1	70	0	0
AQP1	0	1	0	1	0	0	53	0	101	0	0
AQP11	0	0	0	0	0	0	0	0	13	0.627	0.627
AQP2	0	0	0	0	0	0	53	0	144	0.298	0.298
AQP3	0	0	1	0	0	0	51	0	12	0.507	0.507
AQP4	0	0	0	0	0	9	194	0	2	0.439	0.439
AQP5	0	0	0	0	0	0	53	0	34	0.276	0.276
AQP6	0	0	0	0	0	2	101	0	0	0.067	0.067
AQP7	0	0	0	0	0	2	134	0	0	0.924	0.924
AQP8	0	0	0	0	0	2	70	0	0	0.273	0.273
AQP9	0	0	0	0	0	0	78	0	1	0.692	0.692
AQPEP	0	0	0	0	0	0	0	0	2	0	0
AQR	0	0	0	0	0	0	0	0	8	0.552	0.552
AR	1	1	1	1	0	5	201	42	368	27.595	0.772
ARAF	0	1	0	0	0	0	0	6	103	0.508	0.508
ARAP1	0	0	0	0	0	1	7	1	39	0	0
ARAP3	0	0	0	0	0	0	68	0	0	0	0
ARC	0	0	0	0	0	0	0	0	5	0.927	0.927
ARCN1	0	0	0	0	0	1	55	0	146	0.822	0.822
AREG	0	0	1	1	0	0	0	1	50	0.639	0.639
AREGB	0	0	0	0	0	30	222	0	0	0	0
ARF1	0	0	0	0	0	0	0	1	157	0	0
ARF1P1	0	0	0	0	0	0	0	0	5	0	0
ARF3	0	0	0	0	0	0	0	0	7	0	0
ARF4	0	1	1	0	0	0	0	2	80	0	0
ARF5	0	0	0	0	0	0	0	0	6	0.937	0.937
ARF6	0	1	1	0	0	11	184	1	179	0.922	0.922
ARFGAP1	0	0	0	0	0	0	0	0	77	0	0
ARFGAP3	0	0	0	0	0	0	0	1	42	0	0
ARFGEF1	0	0	1	0	0	0	49	1	6	0.916	0.916
ARFGEF2	0	0	0	0	0	5	146	1	20	0.747	0.747
ARFIP1	0	0	0	0	0	1	97	0	1	0.74	0.74
ARFIP2	0	0	0	0	0	7	178	4	113	0.892	0.892
ARFRP1	0	0	0	0	0	0	0	1	20	0	0
ARG1	0	0	0	1	0	0	9	0	7	0.731	0.731
ARG2	0	0	0	0	0	1	14	0	0	0.883	0.883
ARGLU1	0	0	0	0	0	0	0	0	37	0	0
ARHGAP1	0	0	0	0	0	1	85	4	90	0	0
ARHGAP10	0	1	0	0	0	0	0	0	45	0	0
ARHGAP11A	0	0	0	0	0	0	0	0	10	0	0
ARHGAP12	0	0	0	0	0	0	0	0	6	0	0
ARHGAP15	0	0	0	0	0	0	0	1	42	0	0
ARHGAP17	0	0	0	0	0	0	0	5	119	0	0
ARHGAP18	0	0	0	0	0	0	0	0	3	0	0
ARHGAP19	0	0	0	0	0	0	0	0	5	0	0
ARHGAP20	0	0	0	0	0	0	0	0	9	0	0
ARHGAP21	0	0	0	0	0	0	0	0	20	0	0
ARHGAP22	0	0	1	0	0	0	0	0	7	0	0
ARHGAP23	0	0	0	0	0	0	0	0	13	0	0
ARHGAP24	0	0	1	0	0	0	0	0	10	0	0
ARHGAP26	0	0	0	0	0	0	0	1	37	0	0
ARHGAP27	0	0	0	0	0	0	0	1	23	0	0
ARHGAP29	0	0	0	0	0	1	74	1	72	0	0
ARHGAP31	0	0	0	0	0	0	0	1	22	0	0
ARHGAP32	0	0	0	0	0	0	0	6	164	0	0
ARHGAP33	0	0	0	0	0	0	0	1	39	0	0
ARHGAP35	0	0	1	0	0	0	0	0	96	0	0
ARHGAP4	0	1	0	0	0	1	98	0	0	0	0
ARHGAP44	0	0	0	0	0	0	0	0	7	0	0
ARHGAP5	0	0	0	1	0	5	162	0	34	0	0
ARHGAP9	0	0	0	0	0	0	0	0	107	0	0
ARHGDIA	0	1	1	0	0	16	219	9	139	0.903	0.903
ARHGDIB	0	0	0	0	0	36	228	1	46	0.882	0.882
ARHGDIG	0	0	0	0	0	1	110	0	25	0.676	0.676
ARHGEF1	0	0	1	1	0	36	229	2	88	0.584	0.584
ARHGEF10	0	0	1	0	1	0	0	0	8	0	0
ARHGEF10L	0	0	0	0	0	0	0	0	16	0.755	0.755
ARHGEF11	0	1	1	0	0	3	184	3	107	0.886	0.886
ARHGEF12	1	1	1	0	0	1	1	1	42	0.58	0.58
ARHGEF15	0	0	0	0	0	0	0	1	60	0	0
ARHGEF16	0	1	0	0	0	0	0	1	33	0.92	0.92
ARHGEF17	0	1	0	0	0	0	126	0	10	0.912	0.912
ARHGEF18	0	1	0	0	0	0	0	0	32	0.873	0.873
ARHGEF2	0	1	1	1	1	1	113	3	124	0.381	0.381
ARHGEF3	0	1	0	0	0	0	0	1	31	0.492	0.492
ARHGEF39	0	0	0	0	0	0	0	0	4	0	0
ARHGEF4	0	1	0	0	0	0	0	2	33	0.857	0.857
ARHGEF40	0	0	0	0	0	0	0	0	5	0	0
ARHGEF5	0	0	0	0	0	0	0	2	107	0.78	0.78
ARHGEF6	0	1	0	0	0	0	0	1	78	0	0
ARHGEF7	0	1	1	0	0	0	0	2	81	0	0
ARHGEF9	0	1	0	0	0	0	0	1	147	0	0
ARID1A	1	0	1	0	0	4	37	9	146	0.904	0.904
ARID1B	1	0	0	0	0	1	1	5	109	0.908	0.908
ARID2	1	0	0	0	0	1	1	5	64	0.788	0.788
ARID3A	0	0	0	0	0	0	0	1	69	0.894	0.894
ARID3B	0	0	0	0	0	0	0	2	59	0.576	0.576
ARID4A	0	0	1	0	0	26	188	4	105	0	0
ARID4B	0	0	1	0	0	0	0	0	82	0.83	0.83
ARID5A	0	0	1	0	0	3	116	0	84	10.828	0
ARID5B	0	0	1	0	0	3	116	0	0	0	0
ARIH1	0	0	0	0	0	1	80	0	23	0.314	0.314
ARIH2	0	0	1	1	0	18	203	5	210	0.911	0.911
ARL1	0	0	0	0	0	0	0	1	47	0.91	0.91
ARL11	0	0	1	0	0	0	0	0	1	0.902	0.902
ARL14	0	0	0	0	0	0	0	0	8	0.636	0.636
ARL14EP	0	0	0	0	0	0	0	0	0	0	0
ARL15	0	0	0	0	0	0	0	1	30	0.847	0.847
ARL16	0	0	0	0	0	0	0	0	18	0.272	0.272
ARL2	0	0	0	0	0	0	0	1	22	0.875	0.875
ARL2BP	0	0	0	0	0	0	0	1	16	0.66	0.66
ARL3	0	0	1	0	0	0	0	1	63	0.915	0.915
ARL4A	0	0	1	0	0	0	0	0	32	0	0
ARL4C	0	0	0	0	0	0	0	0	7	0.908	0.908
ARL4D	0	0	0	0	0	0	16	3	71	0.823	0.823
ARL5A	0	0	0	0	0	0	0	0	23	0.573	0.573
ARL5B	0	0	0	0	0	0	0	1	20	0.458	0.458
ARL6	0	0	1	0	0	0	0	0	1	0.15	0.15
ARL6IP1	0	0	0	0	0	0	0	1	37	0	0
ARL6IP4	0	0	0	0	0	3	48	0	32	0.004	0.004
ARL6IP5	0	1	0	0	0	0	0	0	3	0.864	0.864
ARL6IP6	0	0	0	0	0	0	0	0	0	0.649	0.649
ARL8A	0	0	0	0	1	0	0	0	5	0.938	0.938
ARL8B	0	0	0	0	0	1	72	0	16	0.876	0.876
ARMC1	0	0	0	0	0	0	0	0	5	0.885	0.885
ARMC10	0	0	0	0	0	0	0	0	2	0.906	0.906
ARMC5	0	0	0	0	0	0	0	0	33	0.705	0.705
ARMC6	0	0	1	0	0	0	0	0	9	0.922	0.922
ARMC7	0	0	0	0	0	0	0	2	50	0.915	0.915
ARMC8	0	0	0	0	0	0	0	1	25	0.578	0.578
ARMC9	0	0	0	0	0	0	0	0	13	0.935	0.935
ARMCX1	0	0	0	0	0	0	0	0	8	0.888	0.888
ARMCX2	0	0	0	0	0	0	0	0	32	0.675	0.675
ARMCX3	0	0	0	0	0	0	0	1	11	0.383	0.383
ARMCX5	0	0	0	0	0	0	0	0	2	0.52	0.52
ARNT	1	0	1	1	0	1	1	6	218	4105.56	0.835
ARNT2	0	1	0	1	0	2	94	1	41	4090	0.914
ARNTL	0	0	1	0	0	0	16	2	213	4107.89	0.655
ARNTL2	0	0	0	0	0	0	0	0	145	1752.47	0.725
ARPC1A	0	0	1	0	0	0	126	0	1	0	0
ARPC1B	0	0	0	0	0	7	163	1	25	0	0
ARPC2	0	0	1	0	0	7	163	1	24	0	0
ARPC3	0	0	1	0	0	7	163	1	65	0	0
ARPC3B	0	0	0	0	0	0	0	0	1	0	0
ARPC4	0	0	1	0	0	0	0	0	11	0	0
ARPC5	0	0	1	0	0	7	177	0	29	0	0
ARPC5L	0	0	0	0	0	0	0	0	8	0	0
ARPIN	0	0	0	0	0	0	0	1	15	0	0
ARPP19	0	0	0	0	1	0	20	0	22	0	0
ARPP21	0	0	0	0	0	0	0	0	20	0	0
ARR3	0	0	0	0	0	0	126	2	185	0.292	0.292
ARRB1	0	1	0	0	0	0	0	6	175	0	0
ARRB2	0	1	0	0	0	0	0	4	203	0.129	0.129
ARRDC1	0	0	0	0	0	0	0	0	28	0.928	0.928
ARRDC3	0	0	0	0	0	0	0	1	52	0	0
ARSA	0	0	0	0	0	0	0	0	3	0.754	0.754
ARSE	0	0	0	0	0	9	182	0	4	0.707	0.707
ARSF	0	0	0	0	0	0	0	1	61	0	0
ARSI	0	0	0	0	0	0	0	0	11	0	0
ARSJ	0	0	0	0	0	0	0	0	25	0.647	0.647
ART1	0	0	0	0	0	0	30	0	0	0.296	0.296
ART3	0	0	0	0	0	0	30	0	0	0.535	0.535
ART4	0	0	0	0	0	0	0	1	27	0.914	0.914
ARTN	0	0	1	1	0	0	0	0	0	0.864	0.864
ARV1	0	0	0	0	0	0	0	0	144	0.92	0.92
ARVCF	0	0	0	0	0	23	214	0	9	0.83	0.83
ASAH1	0	0	0	0	0	0	5	0	14	0.384	0.384
ASAH2C	0	0	0	0	0	0	5	0	0	0	0
ASAP1	0	0	0	0	0	0	0	4	126	0	0
ASAP2	0	0	0	0	0	0	0	2	109	0	0
ASAP3	0	0	0	0	0	0	0	1	21	0	0
ASB1	0	0	0	0	0	0	0	0	6	0	0
ASB10	0	0	0	0	0	0	0	0	17	0.332	0.332
ASB12	0	0	0	0	0	0	0	0	4	0.366	0.366
ASB13	0	0	0	0	0	0	0	0	15	0.883	0.883
ASB16	0	0	0	0	0	0	0	1	91	0.087	0.087
ASB17	0	0	0	0	0	0	0	0	33	0.185	0.185
ASB2	0	0	1	0	0	0	0	0	62	0.373	0.373
ASB3	0	0	0	0	0	0	0	0	63	0.27	0.27
ASB4	0	0	1	0	0	0	0	0	42	0.388	0.388
ASB6	0	0	0	0	0	0	0	0	38	0.54	0.54
ASB7	0	0	0	0	0	0	0	0	28	0.364	0.364
ASB8	0	0	0	0	0	0	0	0	20	0.436	0.436
ASB9	0	0	0	0	0	0	0	0	8	0.805	0.805
ASCC1	0	0	0	0	0	0	0	1	61	0.807	0.807
ASCC2	0	0	0	0	0	0	0	2	107	0.301	0.301
ASCC3	0	0	0	1	0	0	0	1	55	0.824	0.824
ASCL1	0	1	1	1	1	0	0	2	79	0.577	0.577
ASCL2	0	0	1	1	0	0	0	1	30	3813.15	0.868
ASCL3	0	0	0	0	0	0	0	0	18	0.262	0.262
ASCL4	0	0	0	0	0	0	0	1	22	0.569	0.569
ASF1A	0	0	1	0	0	8	143	4	95	0.617	0.617
ASF1B	0	0	1	0	0	0	0	1	99	0	0
ASGR1	0	0	0	0	0	2	52	0	14	0.65	0.65
ASGR2	0	0	0	0	0	12	178	0	5	0.049	0.049
ASH1L	0	0	0	0	0	27	217	1	30	0.402	0.402
ASH2L	0	0	0	1	0	23	174	9	148	0.562	0.562
ASIC1	0	0	0	0	0	0	0	0	2	0	0
ASIC2	0	1	0	0	0	0	0	0	2	0	0
ASIC3	0	0	0	0	0	0	0	1	7	0	0
ASIP	0	0	0	0	0	6	205	0	0	0.658	0.658
ASL	0	0	0	0	0	0	9	0	13	0.854	0.854
ASMT	0	0	0	0	0	3	89	0	0	0	0
ASMTL	0	0	0	0	0	0	0	0	156	0.658	0.658
ASNA1	0	0	0	0	0	2	70	0	18	0	0
ASNS	0	1	0	0	1	0	0	0	151	0.883	0.883
ASPA	0	0	1	0	0	0	1	0	0	0	0
ASPH	0	0	0	1	0	0	65	0	9	0.862	0.862
ASPM	0	0	1	1	1	0	0	1	53	0	0
ASPRV1	0	0	0	0	0	0	0	0	6	0	0
ASPSCR1	1	0	0	0	0	1	1	1	168	0.924	0.924
ASRGL1	0	0	0	0	0	0	0	0	32	0.693	0.693
ASS1	0	0	0	0	0	0	0	2	85	0.709	0.709
ASTE1	0	0	0	0	0	0	0	0	0	0.759	0.759
ASTL	0	0	0	0	0	3	127	0	0	0.693	0.693
ASUN	0	0	0	0	1	0	0	1	2	0	0
ASXL1	1	0	1	0	0	1	1	5	127	0.932	0.932
ASXL2	0	0	1	0	0	0	0	1	26	0.752	0.752
ATAD1	0	0	0	0	0	0	0	0	2	0.512	0.512
ATAD2	0	0	0	0	0	0	0	2	85	0.939	0.939
ATAD3A	0	1	0	0	0	0	0	2	31	0.9	0.9
ATAD3B	0	0	0	0	0	0	0	1	25	0.529	0.529
ATAD5	0	0	0	0	0	0	0	0	30	0.884	0.884
ATCAY	0	1	1	0	0	0	0	0	14	0.616	0.616
ATE1	0	0	0	0	0	0	0	0	17	0.763	0.763
ATF1	1	0	1	0	0	1	1	4	114	0.516	0.516
ATF2	0	1	1	0	1	0	0	11	212	0.076	0.076
ATF3	0	1	1	0	0	0	0	9	268	4117.55	0
ATF4	0	1	0	0	0	5	112	9	231	10.366	0.643
ATF5	0	1	1	0	0	25	221	3	193	4116.4	0.926
ATF6	0	0	0	0	0	14	173	1	173	0.912	0.912
ATF6B	0	0	0	0	0	1	51	0	10	2509.92	0
ATF7	0	0	0	0	0	19	200	1	34	1060.67	0
ATF7IP	0	0	0	0	0	8	148	6	150	0.158	0.158
ATF7IP2	0	0	0	0	0	0	0	0	47	0.806	0.806
ATG10	0	0	0	0	0	0	0	0	28	0.691	0.691
ATG12	0	0	0	0	0	5	185	1	46	0.587	0.587
ATG13	0	0	0	0	0	0	0	0	151	0	0
ATG14	0	0	0	0	0	0	0	0	5	0	0
ATG16L1	0	0	0	0	0	0	0	0	35	0.88	0.88
ATG16L2	0	0	0	0	0	0	0	0	11	0.454	0.454
ATG2A	0	0	0	0	0	0	0	0	36	0.053	0.053
ATG2B	0	0	0	0	0	0	0	0	0	0.92	0.92
ATG3	0	1	0	0	0	5	89	1	70	0.834	0.834
ATG4A	0	0	0	0	0	3	127	0	4	0.845	0.845
ATG4B	0	0	0	0	0	3	127	0	18	0.438	0.438
ATG4C	0	0	0	0	0	3	127	0	27	0.913	0.913
ATG5	0	1	1	0	0	0	0	0	27	0.276	0.276
ATG7	0	1	1	0	0	0	60	0	25	0.752	0.752
ATG9A	0	0	0	0	0	0	0	1	41	0.744	0.744
ATG9B	0	0	0	0	0	0	0	0	0	0.884	0.884
ATHL1	0	0	0	0	0	0	0	0	7	0.089	0.089
ATIC	1	0	0	0	0	1	43	3	56	0	0
ATL1	0	0	1	0	0	0	0	0	2	0.915	0.915
ATL2	0	0	0	0	0	0	0	0	0	0.843	0.843
ATM	1	1	1	1	1	8	153	19	255	0.932	0.932
ATMIN	0	0	0	0	0	0	0	1	8	0.737	0.737
ATN1	0	1	0	0	0	1	120	1	159	0.892	0.892
ATOH1	0	1	1	0	0	23	174	0	0	0	0
ATOH8	0	0	1	1	0	0	0	0	1	0	0
ATOX1	0	0	0	0	0	0	73	0	0	0	0
ATP12A	0	0	0	0	0	0	0	0	4	0.406	0.406
ATP13A1	0	0	0	0	0	0	0	0	2	0	0
ATP13A2	0	0	0	0	0	0	0	1	42	0.927	0.927
ATP1A1	1	0	0	0	0	1	1	2	180	0.395	0.395
ATP1A3	0	0	0	0	0	0	0	0	11	0.73	0.73
ATP1A4	0	0	0	0	0	1	24	1	13	0.734	0.734
ATP1B1	0	0	0	0	0	0	0	1	163	0.769	0.769
ATP1B3	0	0	0	0	0	0	0	0	5	0.654	0.654
ATP2A1	0	1	0	0	0	1	47	0	10	0.33	0.33
