Gene	Cancer_Gene	GO_cell.death	GO_cell.differentiation	GO_cell.proliferation	GO_mitototic.cell.cycle	HumanNet.CGS_L1	HumanNet.CGS_L2	InteractNet.CGS_L1	InteractNet.CGS_L2	ReguleNet.DEG_score	DEG_score
ALOX5	0	0	0	0	0	0	0	2	79	0.94	0.94
ALOX5AP	0	0	0	0	0	2	187	0	1	0.94	0.94
ALPI	0	0	0	0	0	0	0	1	17	0.501	0.501
ALPK1	0	0	0	0	0	0	0	0	33	0.669	0.669
ALPL	0	0	1	0	0	0	0	0	3	0.903	0.903
ALPP	0	0	0	0	0	0	0	1	18	0.466	0.466
ALS2	0	1	1	0	0	0	0	0	12	0.499	0.499
ALS2CL	0	0	0	0	0	0	0	0	1	0.929	0.929
ALS2CR11	0	0	0	0	0	0	0	0	56	0.824	0.824
ALS2CR12	0	0	0	0	0	0	0	2	67	0.855	0.855
ALS2CR8	0	0	0	0	0	0	0	0	1	0.39	0.39
ALX1	0	0	1	0	0	40	219	0	3	3.623	0.841
ALX4	0	1	0	0	0	0	0	1	13	0.656	0.656
ALYREF	0	0	1	0	0	0	0	0	1	0	0
AMBP	0	0	0	0	0	0	3	3	107	0.314	0.314
AMBRA1	0	1	1	1	0	0	0	1	151	0.221	0.221
AMDHD2	0	0	0	0	0	0	0	0	2	0.117	0.117
AMFR	0	0	0	0	0	7	169	2	171	0.302	0.302
AMH	0	0	1	0	0	4	195	1	3	0.762	0.762
AMHR2	0	0	0	0	0	0	42	1	39	0.898	0.898
AMICA1	0	0	0	1	0	0	0	0	1	0	0
AMIGO1	0	0	1	0	0	0	0	0	0	0.908	0.908
AMIGO2	0	1	0	0	0	0	0	0	4	0.103	0.103
AMIGO3	0	0	0	0	0	0	0	0	0	0.07	0.07
AMMECR1	0	0	0	0	0	0	0	0	13	0.918	0.918
AMMECR1L	0	0	0	0	0	0	0	0	22	0.795	0.795
AMOT	0	0	1	0	0	1	131	3	191	0.54	0.54
AMOTL1	0	0	0	0	0	0	0	0	18	0.887	0.887
AMOTL2	0	0	0	0	0	0	0	3	104	0.824	0.824
AMPD1	0	0	0	0	0	0	0	0	0	0.525	0.525
AMPD2	0	0	0	0	0	0	0	1	24	0.832	0.832
AMPH	0	0	0	0	0	3	127	2	73	0.687	0.687
AMT	0	0	0	0	0	0	0	0	0	0.835	0.835
AMY1A	0	0	0	0	0	2	115	0	6	0.312	0.312
AMY2A	0	0	0	0	0	0	0	0	12	0.142	0.142
AMY2B	0	0	0	0	0	0	104	0	0	0.864	0.864
ANAPC1	0	0	0	0	1	0	0	1	30	0.922	0.922
ANAPC10	0	0	0	0	1	15	209	2	65	0.057	0.057
ANAPC11	0	0	0	0	1	7	134	1	153	0.917	0.917
ANAPC13	0	0	0	0	1	0	0	0	10	0.572	0.572
ANAPC16	0	0	0	0	1	0	0	0	10	0.867	0.867
ANAPC2	0	0	1	0	1	3	147	3	129	0.322	0.322
ANAPC4	0	0	0	0	1	15	209	2	27	0.074	0.074
ANAPC5	0	0	0	0	1	15	209	2	130	0.872	0.872
ANAPC7	0	0	0	0	1	0	0	5	194	0.871	0.871
ANG	0	0	1	1	0	5	158	1	14	0.922	0.922
ANGPT1	0	1	1	1	0	0	0	0	3	0	0
ANGPT2	0	0	1	0	0	0	0	0	35	0.228	0.228
ANGPT4	0	1	0	1	0	0	0	0	3	0.935	0.935
ANGPTL1	0	0	0	0	0	0	0	0	3	0	0
ANGPTL2	0	0	0	0	0	18	203	0	0	0.519	0.519
ANGPTL3	0	0	0	0	0	2	101	0	0	0.462	0.462
ANGPTL4	0	1	1	0	0	3	109	0	2	0.696	0.696
ANGPTL5	0	0	0	0	0	0	0	0	1	0.927	0.927
ANGPTL6	0	0	1	0	0	0	0	0	3	0.595	0.595
ANGPTL7	0	0	0	0	0	0	71	0	0	0.939	0.939
ANK1	0	0	1	0	0	0	0	0	22	0.777	0.777
ANK2	0	0	1	0	0	0	0	0	75	0.843	0.843
ANK3	0	0	1	0	1	0	0	1	73	0.855	0.855
ANKFY1	0	0	0	0	0	0	0	0	27	0.847	0.847
ANKH	0	0	0	0	0	0	0	0	1	0.81	0.81
ANKHD1	0	0	0	0	0	0	0	1	41	0.505	0.505
ANKHD1-EIF4EBP3	0	0	0	0	0	0	0	1	19	0.832	0.832
ANKIB1	0	0	0	0	0	0	0	0	151	0.902	0.902
ANKLE1	0	0	0	0	0	0	0	0	25	0.862	0.862
ANKLE2	0	0	0	0	1	0	0	1	27	0.871	0.871
ANKMY2	0	0	0	0	0	0	0	1	9	0.068	0.068
ANKRA2	0	0	0	0	0	0	0	0	42	0.819	0.819
ANKRD1	0	1	1	0	0	4	148	0	27	0.932	0.932
ANKRD10	0	0	0	0	0	0	0	0	2	0.079	0.079
ANKRD11	0	0	0	0	0	0	0	2	49	0.24	0.24
ANKRD12	0	0	0	0	0	0	0	0	35	0.755	0.755
ANKRD13A	0	0	0	0	0	0	0	0	147	0.79	0.79
ANKRD13B	0	0	0	0	0	0	0	0	0	0.894	0.894
ANKRD13C	0	1	0	0	0	0	0	0	0	0.163	0.163
ANKRD13D	0	0	0	0	0	0	0	0	22	0.779	0.779
ANKRD17	0	0	1	0	1	0	0	3	53	0.668	0.668
ANKRD18A	0	0	0	0	0	0	0	0	26	0	0
ANKRD2	0	1	1	1	0	0	0	2	66	0.699	0.699
ANKRD22	0	0	0	0	0	0	0	1	5	0	0
ANKRD23	0	0	0	0	0	0	0	0	3	0.873	0.873
ANKRD24	0	0	0	0	0	0	0	0	26	0.704	0.704
ANKRD26	0	0	1	0	0	0	0	0	2	0.811	0.811
ANKRD26P1	0	0	0	0	0	0	0	0	1	0.201	0.201
ANKRD27	0	0	1	0	0	0	0	0	18	0.431	0.431
ANKRD28	0	0	0	0	0	0	0	2	67	0.714	0.714
ANKRD34A	0	0	0	0	0	0	0	0	0	0.798	0.798
ANKRD35	0	0	0	0	0	0	0	0	11	0.184	0.184
ANKRD36B	0	0	0	0	0	0	0	0	2	0.693	0.693
ANKRD36BP1	0	0	0	0	0	0	0	0	58	0.665	0.665
ANKRD40	0	0	0	0	0	0	0	0	36	0.803	0.803
ANKRD44	0	0	0	0	0	0	0	1	17	0.913	0.913
ANKRD45	0	0	0	0	0	0	0	0	0	0.617	0.617
ANKRD46	0	0	0	0	0	0	0	0	3	0.643	0.643
ANKRD5	0	0	0	0	0	0	0	0	23	0.89	0.89
ANKRD50	0	0	0	0	0	0	0	0	6	0.035	0.035
ANKRD52	0	0	0	0	0	0	0	0	17	0.856	0.856
ANKRD53	0	0	0	0	0	0	0	0	1	0.614	0.614
ANKRD54	0	0	1	0	0	0	0	0	4	0.623	0.623
ANKRD55	0	0	0	0	0	0	0	0	3	0.545	0.545
ANKRD57	0	0	0	0	0	0	0	0	2	0.767	0.767
ANKRD6	0	0	0	0	0	0	0	0	26	0.798	0.798
ANKRD7	0	0	0	0	0	1	6	0	2	0.836	0.836
ANKS1A	0	0	1	0	0	0	0	2	168	0.894	0.894
ANKS1B	0	0	0	0	0	0	0	2	161	0.835	0.835
ANKS3	0	0	0	0	0	0	0	0	4	0.214	0.214
ANKZF1	0	0	0	0	0	0	0	1	23	0.858	0.858
ANLN	0	0	1	0	1	2	9	0	6	0.936	0.936
ANO8	0	0	0	0	0	0	0	0	0	0.318	0.318
ANP32A	0	0	0	0	0	7	139	3	86	0.725	0.725
ANP32B	0	1	1	0	0	0	0	0	56	0.876	0.876
ANP32E	0	0	0	0	0	0	0	0	20	0.827	0.827
ANTXR2	0	0	0	0	0	0	0	1	155	0.429	0.429
ANXA1	0	1	1	1	1	29	228	1	219	0.588	0.588
ANXA10	0	0	0	0	0	0	0	0	1	0.492	0.492
ANXA11	0	0	0	0	0	10	181	2	30	0.822	0.822
ANXA2	0	0	1	1	0	9	182	5	179	0.189	0.189
ANXA2P2	0	0	0	0	0	0	0	0	22	0.276	0.276
ANXA3	0	0	0	0	0	0	0	1	48	0	0
ANXA4	0	1	1	0	0	8	195	1	46	0.837	0.837
ANXA5	0	1	0	0	0	8	195	2	52	0.876	0.876
ANXA6	0	1	0	0	0	0	0	1	45	0.841	0.841
ANXA7	0	0	1	1	0	0	0	5	172	0.348	0.348
ANXA8	0	0	0	0	0	0	0	0	6	0.752	0.752
ANXA8L1	0	0	0	0	0	0	0	0	10	0.746	0.746
ANXA8L2	0	0	0	0	0	0	0	0	26	0.242	0.242
ANXA9	0	0	0	0	0	1	42	0	0	0.582	0.582
AOAH	0	0	0	0	0	3	194	0	0	0.599	0.599
AOC2	0	0	0	0	0	0	126	0	0	0.878	0.878
AOC3	0	0	0	0	0	7	208	0	6	0	0
AOX1	0	0	0	0	0	2	187	0	32	0.891	0.891
AP1AR	0	0	1	0	0	0	0	0	1	0.839	0.839
AP1B1	0	0	0	0	0	0	0	3	176	0.724	0.724
AP1G1	0	0	1	0	0	1	54	1	23	0.058	0.058
AP1G2	0	0	0	0	0	0	0	0	48	0.785	0.785
AP1M1	0	0	1	0	0	0	0	2	71	0.761	0.761
AP1M2	0	0	0	0	0	0	6	0	33	0.816	0.816
AP1S1	0	0	0	0	0	2	52	0	2	0.936	0.936
AP1S2	0	0	0	0	0	0	0	0	1	0.93	0.93
AP1S3	0	0	0	0	0	0	0	0	0	0.434	0.434
AP2A1	0	0	1	0	0	0	0	3	182	0.813	0.813
AP2A2	0	0	1	0	0	0	0	3	84	0.607	0.607
AP2B1	0	0	1	0	0	0	0	7	95	0.5	0.5
AP2M1	0	0	1	0	0	0	0	2	100	0.889	0.889
AP2S1	0	0	1	0	0	1	8	0	4	0.887	0.887
AP3B1	0	0	1	0	0	1	55	0	10	0.611	0.611
AP3B2	0	0	0	0	0	0	0	1	7	0.79	0.79
AP3D1	0	0	1	0	0	1	55	0	0	0.795	0.795
AP3M1	0	0	0	0	0	0	2	0	22	0.645	0.645
AP3S1	0	0	0	0	0	3	134	0	14	0.845	0.845
AP3S2	0	0	0	0	0	1	55	0	8	0.297	0.297
AP4B1	0	0	0	0	0	0	0	0	0	0.154	0.154
AP4E1	0	0	0	0	0	0	0	0	1	0.622	0.622
AP4M1	0	0	0	0	0	0	50	0	4	0.833	0.833
AP4S1	0	0	0	0	0	0	0	0	176	0.221	0.221
AP5B1	0	0	0	0	0	0	0	0	8	0	0
APAF1	0	1	1	0	0	14	191	1	56	0.581	0.581
APBA1	0	0	0	0	0	27	217	0	11	0.745	0.745
APBA2	0	0	0	0	0	7	174	0	41	0.892	0.892
APBA3	0	0	0	0	0	0	0	1	36	0.77	0.77
APBB1	0	1	1	0	0	0	0	9	170	0	0
APBB1IP	0	0	0	0	0	0	0	2	32	0.882	0.882
APBB2	0	1	1	0	0	0	0	2	56	0.873	0.873
APBB3	0	0	0	0	0	0	0	2	49	0.095	0.095
APC	1	1	1	1	1	18	196	12	259	0.824	0.824
APC2	0	0	0	0	0	14	171	2	167	0.823	0.823
APCS	0	0	1	0	0	1	126	0	85	0.228	0.228
APEH	0	0	0	0	0	0	0	0	1	0.169	0.169
APEX1	0	0	0	0	1	26	184	7	219	0.92	0.92
APEX2	0	0	0	0	0	0	0	0	39	0.923	0.923
APH1A	0	1	1	0	0	1	20	0	36	0.792	0.792
APH1B	0	1	1	0	0	0	14	0	0	0.935	0.935
API5	0	1	0	0	0	8	195	0	0	0.845	0.845
APIP	0	1	0	0	0	0	0	0	39	0.902	0.902
APITD1	0	0	0	0	1	0	0	4	27	0.871	0.871
APLF	0	0	0	0	0	0	0	0	22	0.861	0.861
APLN	0	0	0	1	0	10	181	0	18	0.759	0.759
APLNR	0	0	0	0	0	1	147	0	0	0.837	0.837
APLP1	0	1	0	0	0	14	200	4	127	0.691	0.691
APLP2	0	0	0	0	0	0	0	2	110	0.901	0.901
APOA1	0	0	1	1	0	1	124	2	45	0.898	0.898
APOA1BP	0	0	0	0	0	0	0	0	30	0.921	0.921
APOA2	0	0	0	0	0	1	53	0	4	0.173	0.173
APOA4	0	0	1	0	0	1	115	0	0	0.027	0.027
APOA5	0	0	1	0	0	0	0	1	20	0.933	0.933
APOB	0	0	1	0	0	0	0	2	176	0.141	0.141
APOBEC1	0	0	0	1	0	1	142	0	21	0.67	0.67
APOBEC2	0	0	0	0	0	0	0	0	0	0.239	0.239
APOBEC3C	0	0	0	0	0	0	0	0	8	0.87	0.87
APOBEC3F	0	0	0	0	0	0	0	0	5	0.84	0.84
APOBEC3G	0	0	0	0	0	0	0	0	158	0.473	0.473
APOC1	0	0	0	0	0	1	142	0	2	0.918	0.918
APOC2	0	0	0	0	0	1	114	0	1	0.899	0.899
APOC3	0	0	0	0	0	0	0	0	144	0.129	0.129
APOC4	0	0	0	0	0	1	142	0	0	0.898	0.898
APOD	0	0	1	1	0	1	142	0	6	0.195	0.195
APOE	0	1	1	1	0	8	196	0	169	0.364	0.364
APOF	0	0	0	0	0	1	143	0	2	0.261	0.261
APOH	0	1	0	1	0	0	0	2	131	0.885	0.885
APOL1	0	0	0	0	0	1	142	0	5	0.664	0.664
APOL2	0	0	0	0	0	19	204	0	0	0.213	0.213
APOL3	0	0	0	0	0	5	198	0	0	0.931	0.931
APOL4	0	0	0	0	0	0	0	0	1	0.641	0.641
APOL5	0	0	0	0	0	0	0	2	102	0.338	0.338
APOL6	0	0	0	0	0	0	0	0	13	0.533	0.533
APOM	0	0	0	0	0	2	121	0	1	0.469	0.469
APP	0	1	1	0	1	0	0	4	254	0.481	0.481
APPBP2	0	0	0	0	0	1	55	2	181	0.433	0.433
APPL1	0	1	0	1	0	26	215	6	161	0.586	0.586
APPL2	0	0	0	1	0	26	215	1	35	0.732	0.732
APRT	0	0	0	0	0	0	0	1	27	0.888	0.888
APTX	0	0	0	0	0	0	4	1	70	0.86	0.86
AQP1	0	1	0	1	0	0	53	0	101	0	0
AQP11	0	0	0	0	0	0	0	0	13	0.916	0.916
AQP2	0	0	0	0	0	0	53	0	144	0.624	0.624
AQP3	0	0	1	0	0	0	51	0	12	0.171	0.171
AQP4	0	0	0	0	0	9	194	0	2	0	0
AQP5	0	0	0	0	0	0	53	0	34	0.091	0.091
AQP6	0	0	0	0	0	2	101	0	0	0.769	0.769
AQP7	0	0	0	0	0	2	134	0	0	0.072	0.072
AQP8	0	0	0	0	0	2	70	0	0	0.715	0.715
AQP9	0	0	0	0	0	0	78	0	1	0.867	0.867
AQPEP	0	0	0	0	0	0	0	0	2	0.332	0.332
AQR	0	0	0	0	0	0	0	0	8	0.801	0.801
AR	1	1	1	1	0	5	201	42	368	3178.97	0.841
ARAF	0	1	0	0	0	0	0	6	103	0.736	0.736
ARAP1	0	0	0	0	0	1	7	1	39	0.894	0.894
ARAP3	0	0	0	0	0	0	68	0	0	0.927	0.927
ARC	0	0	0	0	0	0	0	0	5	0.906	0.906
ARCN1	0	0	0	0	0	1	55	0	146	0.807	0.807
AREG	0	0	1	1	0	0	0	1	50	0.673	0.673
AREGB	0	0	0	0	0	30	222	0	0	0	0
ARF1	0	0	0	0	0	0	0	1	157	0.65	0.65
ARF1P1	0	0	0	0	0	0	0	0	5	0	0
ARF3	0	0	0	0	0	0	0	0	7	0.444	0.444
ARF4	0	1	1	0	0	0	0	2	80	0.65	0.65
ARF5	0	0	0	0	0	0	0	0	6	0.901	0.901
ARF6	0	1	1	0	0	11	184	1	179	0.813	0.813
ARFGAP1	0	0	0	0	0	0	0	0	77	0.83	0.83
ARFGAP3	0	0	0	0	0	0	0	1	42	0.722	0.722
ARFGEF1	0	0	1	0	0	0	49	1	6	0.848	0.848
ARFGEF2	0	0	0	0	0	5	146	1	20	0.8	0.8
ARFIP1	0	0	0	0	0	1	97	0	1	0.265	0.265
ARFIP2	0	0	0	0	0	7	178	4	113	0.71	0.71
ARFRP1	0	0	0	0	0	0	0	1	20	0.487	0.487
ARG1	0	0	0	1	0	0	9	0	7	0.252	0.252
ARG2	0	0	0	0	0	1	14	0	0	0.779	0.779
ARGLU1	0	0	0	0	0	0	0	0	37	0.644	0.644
ARHGAP1	0	0	0	0	0	1	85	4	90	0.519	0.519
ARHGAP10	0	1	0	0	0	0	0	0	45	0.67	0.67
ARHGAP11A	0	0	0	0	0	0	0	0	10	0	0
ARHGAP12	0	0	0	0	0	0	0	0	6	0.184	0.184
ARHGAP15	0	0	0	0	0	0	0	1	42	0.883	0.883
ARHGAP17	0	0	0	0	0	0	0	5	119	0.832	0.832
ARHGAP18	0	0	0	0	0	0	0	0	3	0.936	0.936
ARHGAP19	0	0	0	0	0	0	0	0	5	0.428	0.428
ARHGAP20	0	0	0	0	0	0	0	0	9	0.86	0.86
ARHGAP21	0	0	0	0	0	0	0	0	20	0.132	0.132
ARHGAP22	0	0	1	0	0	0	0	0	7	0.688	0.688
ARHGAP23	0	0	0	0	0	0	0	0	13	0.012	0.012
ARHGAP24	0	0	1	0	0	0	0	0	10	0.938	0.938
ARHGAP26	0	0	0	0	0	0	0	1	37	0.207	0.207
ARHGAP27	0	0	0	0	0	0	0	1	23	0.488	0.488
ARHGAP29	0	0	0	0	0	1	74	1	72	0.831	0.831
ARHGAP31	0	0	0	0	0	0	0	1	22	0	0
ARHGAP32	0	0	0	0	0	0	0	6	164	0.878	0.878
ARHGAP33	0	0	0	0	0	0	0	1	39	0.746	0.746
ARHGAP35	0	0	1	0	0	0	0	0	96	0	0
ARHGAP4	0	1	0	0	0	1	98	0	0	0.243	0.243
ARHGAP44	0	0	0	0	0	0	0	0	7	0	0
ARHGAP5	0	0	0	1	0	5	162	0	34	0.333	0.333
ARHGAP9	0	0	0	0	0	0	0	0	107	0.78	0.78
ARHGDIA	0	1	1	0	0	16	219	9	139	0.206	0.206
ARHGDIB	0	0	0	0	0	36	228	1	46	0.882	0.882
ARHGDIG	0	0	0	0	0	1	110	0	25	0.527	0.527
ARHGEF1	0	0	1	1	0	36	229	2	88	0.708	0.708
ARHGEF10	0	0	1	0	1	0	0	0	8	0.922	0.922
ARHGEF10L	0	0	0	0	0	0	0	0	16	0.564	0.564
ARHGEF11	0	1	1	0	0	3	184	3	107	0.278	0.278
ARHGEF12	1	1	1	0	0	1	1	1	42	0.789	0.789
ARHGEF15	0	0	0	0	0	0	0	1	60	0	0
ARHGEF16	0	1	0	0	0	0	0	1	33	0.925	0.925
ARHGEF17	0	1	0	0	0	0	126	0	10	0.893	0.893
ARHGEF18	0	1	0	0	0	0	0	0	32	0.764	0.764
ARHGEF2	0	1	1	1	1	1	113	3	124	0.838	0.838
ARHGEF3	0	1	0	0	0	0	0	1	31	0.927	0.927
ARHGEF39	0	0	0	0	0	0	0	0	4	0	0
ARHGEF4	0	1	0	0	0	0	0	2	33	0.792	0.792
ARHGEF40	0	0	0	0	0	0	0	0	5	0	0
ARHGEF5	0	0	0	0	0	0	0	2	107	0.881	0.881
ARHGEF6	0	1	0	0	0	0	0	1	78	0	0
ARHGEF7	0	1	1	0	0	0	0	2	81	0.178	0.178
ARHGEF9	0	1	0	0	0	0	0	1	147	0.8	0.8
ARID1A	1	0	1	0	0	4	37	9	146	0.693	0.693
ARID1B	1	0	0	0	0	1	1	5	109	0.207	0.207
ARID2	1	0	0	0	0	1	1	5	64	0.737	0.737
ARID3A	0	0	0	0	0	0	0	1	69	0.779	0.779
ARID3B	0	0	0	0	0	0	0	2	59	0.469	0.469
ARID4A	0	0	1	0	0	26	188	4	105	0.886	0.886
ARID4B	0	0	1	0	0	0	0	0	82	0.378	0.378
ARID5A	0	0	1	0	0	3	116	0	84	14.401	0.848
ARID5B	0	0	1	0	0	3	116	0	0	0.304	0.304
ARIH1	0	0	0	0	0	1	80	0	23	0.561	0.561
ARIH2	0	0	1	1	0	18	203	5	210	0.713	0.713
ARL1	0	0	0	0	0	0	0	1	47	0.571	0.571
ARL11	0	0	1	0	0	0	0	0	1	0.906	0.906
ARL14	0	0	0	0	0	0	0	0	8	0.592	0.592
ARL14EP	0	0	0	0	0	0	0	0	0	0	0
ARL15	0	0	0	0	0	0	0	1	30	0.61	0.61
ARL16	0	0	0	0	0	0	0	0	18	0.87	0.87
ARL2	0	0	0	0	0	0	0	1	22	0.594	0.594
ARL2BP	0	0	0	0	0	0	0	1	16	0.389	0.389
ARL3	0	0	1	0	0	0	0	1	63	0.014	0.014
ARL4A	0	0	1	0	0	0	0	0	32	0.409	0.409
ARL4C	0	0	0	0	0	0	0	0	7	0.895	0.895
ARL4D	0	0	0	0	0	0	16	3	71	0.822	0.822
ARL5A	0	0	0	0	0	0	0	0	23	0.338	0.338
ARL5B	0	0	0	0	0	0	0	1	20	0.768	0.768
ARL6	0	0	1	0	0	0	0	0	1	0.823	0.823
ARL6IP1	0	0	0	0	0	0	0	1	37	0.905	0.905
ARL6IP4	0	0	0	0	0	3	48	0	32	0.625	0.625
ARL6IP5	0	1	0	0	0	0	0	0	3	0.863	0.863
ARL6IP6	0	0	0	0	0	0	0	0	0	0.887	0.887
ARL8A	0	0	0	0	1	0	0	0	5	0.309	0.309
ARL8B	0	0	0	0	0	1	72	0	16	0.181	0.181
ARMC1	0	0	0	0	0	0	0	0	5	0.911	0.911
ARMC10	0	0	0	0	0	0	0	0	2	0.918	0.918
ARMC5	0	0	0	0	0	0	0	0	33	0.63	0.63
ARMC6	0	0	1	0	0	0	0	0	9	0.798	0.798
ARMC7	0	0	0	0	0	0	0	2	50	0.442	0.442
ARMC8	0	0	0	0	0	0	0	1	25	0.625	0.625
ARMC9	0	0	0	0	0	0	0	0	13	0.749	0.749
ARMCX1	0	0	0	0	0	0	0	0	8	0.889	0.889
ARMCX2	0	0	0	0	0	0	0	0	32	0.311	0.311
ARMCX3	0	0	0	0	0	0	0	1	11	0.622	0.622
ARMCX5	0	0	0	0	0	0	0	0	2	0.75	0.75
ARNT	1	0	1	1	0	1	1	6	218	4080.31	0.647
ARNT2	0	1	0	1	0	2	94	1	41	2985.37	0.585
ARNTL	0	0	1	0	0	0	16	2	213	3636.29	0.589
ARNTL2	0	0	0	0	0	0	0	0	145	1930.5	0.919
ARPC1A	0	0	1	0	0	0	126	0	1	0.921	0.921
ARPC1B	0	0	0	0	0	7	163	1	25	0.129	0.129
ARPC2	0	0	1	0	0	7	163	1	24	0.036	0.036
ARPC3	0	0	1	0	0	7	163	1	65	0.565	0.565
ARPC3B	0	0	0	0	0	0	0	0	1	0	0
ARPC4	0	0	1	0	0	0	0	0	11	0.497	0.497
ARPC5	0	0	1	0	0	7	177	0	29	0.495	0.495
ARPC5L	0	0	0	0	0	0	0	0	8	0.894	0.894
ARPIN	0	0	0	0	0	0	0	1	15	0	0
ARPP19	0	0	0	0	1	0	20	0	22	0.54	0.54
ARPP21	0	0	0	0	0	0	0	0	20	0.158	0.158
ARR3	0	0	0	0	0	0	126	2	185	0.232	0.232
ARRB1	0	1	0	0	0	0	0	6	175	0	0
ARRB2	0	1	0	0	0	0	0	4	203	0.935	0.935
ARRDC1	0	0	0	0	0	0	0	0	28	0.326	0.326
ARRDC3	0	0	0	0	0	0	0	1	52	0.792	0.792
ARSA	0	0	0	0	0	0	0	0	3	0.017	0.017
ARSE	0	0	0	0	0	9	182	0	4	0.662	0.662
ARSF	0	0	0	0	0	0	0	1	61	0.019	0.019
ARSI	0	0	0	0	0	0	0	0	11	0.647	0.647
ARSJ	0	0	0	0	0	0	0	0	25	0.615	0.615
ART1	0	0	0	0	0	0	30	0	0	0.86	0.86
ART3	0	0	0	0	0	0	30	0	0	0.588	0.588
ART4	0	0	0	0	0	0	0	1	27	0.183	0.183
ARTN	0	0	1	1	0	0	0	0	0	0.885	0.885
ARV1	0	0	0	0	0	0	0	0	144	0.373	0.373
ARVCF	0	0	0	0	0	23	214	0	9	0.013	0.013
ASAH1	0	0	0	0	0	0	5	0	14	0.939	0.939
ASAH2C	0	0	0	0	0	0	5	0	0	0	0
ASAP1	0	0	0	0	0	0	0	4	126	0.425	0.425
ASAP2	0	0	0	0	0	0	0	2	109	0.764	0.764
ASAP3	0	0	0	0	0	0	0	1	21	0.66	0.66
ASB1	0	0	0	0	0	0	0	0	6	0.324	0.324
ASB10	0	0	0	0	0	0	0	0	17	0.665	0.665
ASB12	0	0	0	0	0	0	0	0	4	0.699	0.699
ASB13	0	0	0	0	0	0	0	0	15	0.592	0.592
ASB16	0	0	0	0	0	0	0	1	91	0.712	0.712
ASB17	0	0	0	0	0	0	0	0	33	0.594	0.594
ASB2	0	0	1	0	0	0	0	0	62	0.011	0.011
ASB3	0	0	0	0	0	0	0	0	63	0.75	0.75
ASB4	0	0	1	0	0	0	0	0	42	0.828	0.828
ASB6	0	0	0	0	0	0	0	0	38	0.817	0.817
ASB7	0	0	0	0	0	0	0	0	28	0.72	0.72
ASB8	0	0	0	0	0	0	0	0	20	0.29	0.29
ASB9	0	0	0	0	0	0	0	0	8	0.228	0.228
ASCC1	0	0	0	0	0	0	0	1	61	0.872	0.872
ASCC2	0	0	0	0	0	0	0	2	107	0.878	0.878
ASCC3	0	0	0	1	0	0	0	1	55	0.926	0.926
ASCL1	0	1	1	1	1	0	0	2	79	0.527	0.527
ASCL2	0	0	1	1	0	0	0	1	30	376.69	0.763
ASCL3	0	0	0	0	0	0	0	0	18	0.26	0.26
ASCL4	0	0	0	0	0	0	0	1	22	0.462	0.462
ASF1A	0	0	1	0	0	8	143	4	95	0.314	0.314
ASF1B	0	0	1	0	0	0	0	1	99	0.936	0.936
ASGR1	0	0	0	0	0	2	52	0	14	0.838	0.838
ASGR2	0	0	0	0	0	12	178	0	5	0.785	0.785
ASH1L	0	0	0	0	0	27	217	1	30	0.644	0.644
ASH2L	0	0	0	1	0	23	174	9	148	0.719	0.719
ASIC1	0	0	0	0	0	0	0	0	2	0	0
ASIC2	0	1	0	0	0	0	0	0	2	0	0
ASIC3	0	0	0	0	0	0	0	1	7	0	0
ASIP	0	0	0	0	0	6	205	0	0	0.072	0.072
ASL	0	0	0	0	0	0	9	0	13	0.724	0.724
ASMT	0	0	0	0	0	3	89	0	0	0.346	0.346
ASMTL	0	0	0	0	0	0	0	0	156	0.67	0.67
ASNA1	0	0	0	0	0	2	70	0	18	0.563	0.563
ASNS	0	1	0	0	1	0	0	0	151	0.911	0.911
ASPA	0	0	1	0	0	0	1	0	0	0	0
ASPH	0	0	0	1	0	0	65	0	9	0.805	0.805
ASPM	0	0	1	1	1	0	0	1	53	0.927	0.927
ASPRV1	0	0	0	0	0	0	0	0	6	0.295	0.295
ASPSCR1	1	0	0	0	0	1	1	1	168	0.576	0.576
ASRGL1	0	0	0	0	0	0	0	0	32	0.529	0.529
ASS1	0	0	0	0	0	0	0	2	85	0.589	0.589
ASTE1	0	0	0	0	0	0	0	0	0	0.747	0.747
ASTL	0	0	0	0	0	3	127	0	0	0.625	0.625
ASUN	0	0	0	0	1	0	0	1	2	0	0
ASXL1	1	0	1	0	0	1	1	5	127	0.072	0.072
ASXL2	0	0	1	0	0	0	0	1	26	0.666	0.666
ATAD1	0	0	0	0	0	0	0	0	2	0.675	0.675
ATAD2	0	0	0	0	0	0	0	2	85	0.93	0.93
ATAD3A	0	1	0	0	0	0	0	2	31	0.935	0.935
ATAD3B	0	0	0	0	0	0	0	1	25	0.897	0.897
ATAD5	0	0	0	0	0	0	0	0	30	0.934	0.934
ATCAY	0	1	1	0	0	0	0	0	14	0.431	0.431
ATE1	0	0	0	0	0	0	0	0	17	0.113	0.113
ATF1	1	0	1	0	0	1	1	4	114	0.54	0.54
ATF2	0	1	1	0	1	0	0	11	212	0.69	0.69
ATF3	0	1	1	0	0	0	0	9	268	5026.94	0.895
ATF4	0	1	0	0	0	5	112	9	231	513.971	0.153
ATF5	0	1	1	0	0	25	221	3	193	3238.68	0.744
ATF6	0	0	0	0	0	14	173	1	173	0.579	0.579
ATF6B	0	0	0	0	0	1	51	0	10	3366.04	0.756
ATF7	0	0	0	0	0	19	200	1	34	3350.65	0.629
